Facies,Sample,Area,Comment,Mineral,Texture,Ta2O5,Nb2O5,SnO2,TiO2,Al2O3,FeO,MnO,CaO,MgO,Total_ox
SAPN,BU04,Ore2,BU04-Rut2.2,Rutile,rim,16.900000003296864,11.339999999828335,1.790000000190442,61.1199999965304,0.37400000058197425,7.550000000643251,0.08669999984414727,0.0,0.0,99.16070000091541
SAPN,BU04,Ore2,BU04-Rut2.3,Rutile,core,10.589999999963368,12.940000000114445,1.9399999998730388,67.4900000018182,0.3747999997384895,6.540000000514601,0.021800000441862526,0.0,0.0,99.896600002464
SAPN,BU04,Ore2,BU04-Ore2_coltan1 ,,rim,19.28053641680794,22.216407267962165,1.5616235407715118,38.432452426883344,2.4185941914459925,7.423105662994682,2.3887950656987145,0.0342805855263369,0.0,93.75579515809069
PAPN,BU19TS(1),Ore1,BU19TS(1)-rutile1.3,Rutile,core,13.46999999879115,1.5799999993705591,1.223199999862882,75.59999999933277,1.5967000005506082,3.6599999994854002,0.12610000058351162,0.0,0.0,97.25599999797689
PAPN,BU19TS(1),Ore1,BU19TS(1)-rutile1.4,Rutile,core,12.050000000183159,2.030000000658052,1.2312000004722958,78.04000000607179,1.076299999385148,3.7300000003859504,0.1330000002672868,0.0,0.045899999404664195,98.33640000682836
PAPN,BU19TS(1),Ore2,BU19TS(1)-Rut2.1,Rutile,core,6.5200000001953695,2.0500000001430547,2.7800000003808836,87.07000000311929,0.254600000818543,2.9699999996140503,0.0006999995936465907,0.0,0.0,101.64530000386483
PAPN,BU19TS(1),Ore2,BU19TS(1)-Rut2.2,Rutile,rim,4.849999999450523,2.0099999997425013,2.6400000005078454,89.3000000021685,0.25869999980235553,2.5899999998713503,0.0,0.0,0.0,101.64870000154308
PAPN,BU19TS(2),Ore1,BU19TS(2)-ore1.1,Rutile,patchy,14.500000004273708,6.059999999885556,0.7355999998552643,72.14000000290245,0.2560000002872081,6.3599999994854,0.015800000604558835,0.0,0.0,100.06740000729414
PAPN,BU19TS(2),Ore1,BU19TS(2)-ore1.2,Rutile,core,7.800000000488423,8.140000000686664,1.1813999996940234,78.04000000607179,0.29639999926081717,5.03000000038595,0.006200000090128593,0.0,0.0,100.49400000667781
PAPN,BU19TS(2),Ore1,BU19TS(2)-ore1.3,Rutile,rim,12.280000003956234,6.870000000486386,0.8299999994286743,63.310000002852405,7.5300000004912775,5.540000000514601,0.06809999957376149,0.0,0.0,96.42810000730334
PAPN,BU19TS(2),Ore1,BU19TS(2)-ore1.4,Rutile,core,6.719999999706945,8.449999999856944,1.5300000000634806,78.2299999923769,0.32419999923738707,4.679999999742701,0.0656000002871719,0.0,0.0,99.99979999127154
PAPN,BU19TS(2),Ore1,BU19TS(2)-ore1.5,Rutile,rim,10.47000000001221,8.10000000028611,1.2276999996502218,75.20999999934945,0.25649999928764844,5.15000000064325,0.010700000613726647,0.0,0.0,100.42489999984262
PAPN,BU19TS(2),Ore1,BU19TS(2)-ore1.6,Rutile,patchy,10.100000000366318,7.61000000002861,0.5927000003167684,76.76999999928273,0.1897999992283173,5.35000000064325,0.013799999367550365,0.0,0.0,100.62629999923354
PAPN,BU19TS(2),Ore2,BU19TS(2)-ore2.1,Rutile,rim,22.41000000369981,6.81000000060083,0.8,62.00000000333615,0.2567000000215406,7.1599999994854,0.023399999881980608,0.0,0.0,99.46010000702569
PAPN,BU19TS(2),Ore2,BU19TS(2)-ore2.2,Rutile,core,2.640000000146527,11.260000000457776,1.2640999995664273,81.89000000248544,0.291099999652705,4.1599999994854,0.0229999993763308,0.0,0.0,101.52820000117059
PAPN,BU19TS(2),Ore2,BU19TS(2)-ore2.3,Rutile,core,5.500000000610529,14.780000002803874,1.3300000000634806,72.97000000628864,0.2852999991546257,5.6200000002573,0.0327000000171735,0.0,0.0,100.51800000919565
PAPN,BU19TS(2),Ore2,BU19TS(2)-ore2.4,Rutile,patchy,14.210000002967176,6.610000000028611,0.7944999999777818,71.44999999908256,0.26339999909831785,6.25000000064325,0.02560000008057341,0.0,0.0,99.60350000187827
PAPN,BU19TS(2),Ore2,BU19TS(2)-ore2.5,Rutile,rim,14.160000004005076,6.380000000228887,0.8642000006056053,70.05999999743116,0.3776999999875292,6.259999999485401,0.022800000414746474,0.0,0.0,98.1247000021584
PAPN,BU19TS(2),Ore3a,BU19TS(2)-ore3a.1,Rutile,core,6.150000000549477,12.21000000031472,1.3100000004443646,74.4200000053712,0.2680000008616242,4.93000000038595,0.08849999953709026,0.0,0.0,99.37650000746441
PAPN,BU19TS(2),Ore3a,BU19TS(2)-ore3a.2,Rutile,core,4.750000000305265,10.110000000028611,1.3700000005713258,76.29000000315267,0.41669999949247316,5.300000000000001,0.03439999958370404,0.0,0.0,98.27110000313405
PAPN,BU19TS(2),Ore3a,BU19TS(2)-ore3a.3,Rutile,rim,6.880000000048843,12.39999999971389,1.5100000004443646,73.70000000283574,0.23310000034049272,4.9799999997427005,0.028000000531991115,0.0,0.0,99.73110000365803
PAPN,BU19TS(2),Ore3b,BU19TS(2)-ore3b.1,Rutile,core,3.760000000097685,12.750000000715275,1.2050999996743443,78.07999999879898,0.24199999993197704,4.5,0.03249999976434859,0.0,0.0,100.56959999898262
PAPN,BU19TS(2),Ore3b,BU19TS(2)-ore3b.2,Rutile,rim,3.4700000000122104,12.89999999971389,1.2284000005764042,77.71000000351964,0.27720000060918343,4.510000000128651,0.012799999394666417,0.0,0.0,100.10840000395466
PAPN,BU19TS(2),Ore3c,BU19TS(2)-ore3c.1,Rutile,core,5.5100000004029495,12.430000000371942,1.4500000003174034,75.45999999976647,0.2900000003401148,4.86999999961405,0.00030000037923735715,0.0,0.0,100.01030000119216
PAPN,BU19TS(2),Ore3c,BU19TS(2)-ore3c.2,Rutile,core,6.99000000020758,14.040000000400553,1.780000000380884,69.68000000814021,0.28240000079511285,5.740000000514601,0.02549999995416096,0.0,0.0,98.5379000103931
PAPN,BU19TS(2),Ore3d,BU19TS(2)-ore3d.1,Rutile,rim,4.019999999584839,8.5099999997425,1.2424999998254285,81.69999999949957,0.48379999913006194,4.35000000064325,0.008899999629543078,0.0,0.0,100.31519999805519
PAPN,BU19TS(2),Ore3d,BU19TS(2)-ore3d.2,Rutile,core,5.270000000500634,10.579999999370559,1.3100000004443646,78.63999999706418,0.3012999992906717,4.2400000005146,0.009099999882367983,0.0,0.0,100.35039999706737
PAPN,BU19TS(2),Ore3d,BU19TS(2)-ore3d.3,Rutile,core,8.810000000280844,12.77999999994278,1.4099999998095583,70.07000000812351,0.3001999999780815,5.3799999997427,0.0,0.0,0.0,98.75020000787747
PAPN,BU19TS(2),Ore4,BU19TS(2)-Ore4.1,Rutile,core,4.740000000512845,11.069999999628058,1.7399999998730389,77.97999999195989,0.3613999996954083,4.6000000000000005,0.027499999899928854,0.0,0.0,100.51889999156916
PAPN,BU19TS(2),Ore4,BU19TS(2)-Ore4.2,Rutile,core,8.829999999865684,11.140000000686664,1.3399999998730387,67.04999999841533,1.6294999999792152,6.36999999961405,0.01370000053237849,0.0,0.0,96.37319999896637
PAPN,BU19TS(2),Ore4,BU19TS(2)-Ore4.3,Rutile,patchy,6.400000000244211,11.559999999885557,1.359999999492155,75.90999999718095,0.3070999997887509,5.23000000038595,0.014800000631674888,0.0,0.0,100.78189999760924
PAPN,BU19TS(2),Ore4,BU19TS(2)-Ore4.4,Rutile,core,5.549999999572629,10.389999999971389,1.1604999996095942,77.3500000022519,0.5262999991961954,4.9,0.03319999935799518,0.0,0.10799999986733465,100.01799999982704
PAPN,BU19w,Ore2,BU19w-Rut2.1,Rutile,core,1.690000000329686,6.069999999628058,1.2699999999365195,89.55999999659713,0.20590000067607267,2.6400000005146,0.003400000424301653,0.0,0.0,101.43929999810636
PAPN,BU19w,Ore2,BU19w-Rut2.2,Rutile,core,12.100000000366318,6.169999999914166,0.8554000005700562,75.6800000014679,0.26190000020747,4.9599999994854,0.0,0.0,0.0,100.02730000201132
PAPN,BU19w,Ore2,BU19w-Rut2.4 ,Rutile,core,1.1059999995091339,5.810000000600829,1.0082999999181101,92.190000006322,0.2034999994274734,1.9100000001286501,0.0,0.0,0.0,102.22780000590619
PAPN,BU19w,Ore2,BU19w-Rut2.5 ,Rutile,rim,11.139999999535998,6.38999999997139,0.8254999996413346,77.2499999954128,0.19160000016476675,4.750000000643251,0.0049999998644197395,0.0,0.0,100.55209999523396
PAPN,BU19w,Ore2,BU19w-Rut2.6 ,Rutile,core,7.930000000232002,5.68999999939917,0.9053999996178467,82.31999999519594,0.22400000001511622,3.9,0.0,0.0,0.0,100.96939999446008
PAPN,BU19w,Ore2,BU19w-Rut2.7 ,Rutile,core,3.9699999994016806,5.6600000001716655,1.087299999429309,87.54000000523776,0.2174000003605217,3.15000000064325,0.0,0.0,0.0,101.6247000052442
PAPN,BU19w,Ore2,BU19w-Rut2.8 ,Rutile,rim,11.249999999694737,5.859999999313337,0.8727000000628458,76.6899999971476,0.15209999976985564,4.8,0.001300000352121305,0.0,0.0,99.62609999634049
PAPN,BU19w,Ore2b,BU19w-Rut2b.2 ,Rutile,core,1.5230000003773077,3.8849999993848647,1.4020000004697566,92.70000000116765,0.25999999984883787,1.5869999999614053,0.0,0.0,0.0,101.35700000120983
PAPN,BU19w,Ore2b,BU19w-Rut2b.4 ,Rutile,core,2.1199999999511574,5.760000000457775,1.5800000003808838,88.74999999791491,0.24520000033709158,2.88999999987135,0.0,0.0,0.0,101.34519999891317
PAPN,BU19w,Ore2b,BU19w-Rut2b.5 ,Rutile,core,1.8899999998412622,4.349999999570835,1.1470000002475744,92.190000006322,0.2069000005664801,2.2599999994854,0.0,0.0,0.0,102.04390000603354
PAPN,BU19w,Ore3,BU19w-Rut3.2 ,Rutile,rim,10.390000000451792,8.830000000085834,1.1430000005776737,69.96000000727281,0.4158000009137751,5.71000000012865,0.20619999983188045,0.0,0.0,96.65500000926241
PAPN,BU19w,Ore3,BU19w-Rut3.4 ,Rutile,rim,10.820000000073263,6.770000000200277,0.967099999636256,71.42000000036698,0.4414999997978206,5.440000000514599,0.04820000024249498,0.0,0.0,95.9068000008317
PAPN,BU19w,Ore4,BU19w-Rut4.1 ,Rutile,rim,6.410000000036631,5.2200000000572215,0.5736999996629178,84.01999999469551,0.7040000003174406,3.56999999961405,0.037800000008005694,0.0,0.0,100.53549999439177
PAPN,BU19w,Ore4,BU19w-Rut4.2 ,Rutile,core,4.5200000001953695,3.129999999513614,0.047900000078081185,91.83999999906588,0.6160000005139513,2.28999999987135,0.009099999882367983,0.0,0.0,102.45299999912062
PAPN,BU19w,Ore4,BU19w-Rut4.3 ,Rutile,patchy,9.220000000317476,7.2200000000572215,1.066100000036184,73.17999999729773,2.410000000415696,4.510000000128651,0.024199999602039654,0.0,0.0,97.63029999785499
PAPN,BU19w,Ore5,BU19w-Area7_ore.2 ,Rutile,core,6.599999999755788,8.019999999485004,1.4000000000000001,81.06999999311086,0.29119999907488775,4.130000000385951,0.0362000005678876,0.0,0.0,101.54739999238038
PAPN,BU19w,Ore5,BU19w-Area7_ore.3 ,Rutile,rim,6.920000000439582,9.339999999828335,1.4099999998095583,77.99999999666386,0.2102999998159601,4.85000000064325,0.002699999539414487,0.0,0.0,100.73299999673995
SAPN,BU04,Ore1,BU04-Ore1.2 ,CGM,patchy,7.362991424531469,71.01239258091705,0.09445918002715485,0.8772407435459181,0.53832616026794,8.465170756066726,9.735953943442327,0.1583902972074015,0.0,98.24492508600599
SAPN,BU04,Ore1,BU04-Ore1.3 ,CGM,rim,29.219964309956556,51.44249873508818,0.5346338805031574,1.2874204332929067,0.032877764789968955,9.893185883609899,6.58532693787213,0.027564389178319874,0.0,99.02347233429111
SAPN,BU04,Ore1,BU04-Ore1.4 ,CGM,rim,25.94752367683146,54.089012157221475,0.532729461550997,1.526622415845644,0.018895267120671817,8.43944075376865,8.186465252178296,0.020988113587553203,0.0,98.76167709810474
SAPN,BU04,Ore1,BU04-Ore1.5 ,CGM,core,19.195062221166612,59.19606778804085,0.49172097344781013,1.5646545302264139,0.056118943348395296,9.172745819263794,7.9411295427281585,0.07611689194419295,0.0,97.69361671016624
SAPN,BU04,Ore1,BU04-Ore1.6 ,CGM,core,16.911680137605444,59.71106499451003,0.50759113138248,1.9516479748026698,0.04648235711685267,9.623020859480109,7.902392325446558,0.022247400402806396,0.0,96.67612718074696
SAPN,BU04,Ore1,BU04-Ore1.7 ,CGM,core,17.888528087792043,60.08300742140444,0.5427594013657083,2.0350517344096217,0.010203444245162781,9.764535872119522,7.566669775672684,0.0009794453007524828,0.0,97.89173518230994
SAPN,BU04,Ore1,BU04-Ore1.8 ,CGM,patchy,19.060745628015955,60.683837495618484,0.4510933691350554,1.2340420271444574,0.010203444245162781,8.851120790537854,8.52218780195217,0.0029383359022574483,0.0,98.81616889255139
SAPN,BU04,Ore1,BU04-Ore1.9 ,CGM,rim,19.866645186919897,57.87996381595294,0.8125520862550956,2.0684132382524023,0.028531853352214444,9.121285814667642,7.954041948488692,0.041976227175106406,0.0,97.77341017106401
SAPN,BU04,Ore1,BU04-Ore1.10 ,CGM,patchy,21.72265629227443,58.88134727297634,0.24478131598434755,0.6904163220263463,0.0,8.593820767557101,8.664224265318039,0.019169143743298592,0.0,98.8164153798799
SAPN,BU04,Ore2,BU04-Ore2_coltan2 ,CGM,core,26.88773982888606,47.68015803227166,0.919580431366509,6.271962722442768,0.05063931588340047,10.433515931869476,5.306998767579306,0.028963596750823422,0.0,97.57955862705
PAPN,BU19TS,Ore1,BU19TS-coltan1.1 ,CGM,rim,41.772460469854316,37.709239895910024,0.9106931429230939,2.335305268994648,0.0,9.906050884758935,5.371560796381974,0.0,0.0,98.00531045882299
PAPN,BU19TS,Ore1,BU19TS-coltan1.2 ,CGM,core,35.948004566866736,43.87490089558272,0.6354411237041802,1.9016057190384987,0.0,9.893185883609899,5.952619055605986,0.013992075725035469,0.0,98.21974932013308
PAPN,BU19TS,Ore1,BU19TS-coltan1.3 ,CGM,patchy,26.32605225752876,50.98472344044891,0.6049704204696141,1.9683287267240601,0.0,9.790265874417598,7.063085951011874,0.04337543474760996,0.0,96.78080210534843
PAPN,BU19TS,Ore1,BU19TS-coltan1.4 ,CGM,core,37.57201428405195,41.60032990034383,0.6664196719926557,2.135136245937964,0.0083139175330956,9.854590880162785,5.784757780719049,0.012592868152531921,0.0,97.63415554889387
PAPN,BU19TS,Ore1,BU19TS-coltan1.5 ,CGM,rim,40.44150513772507,37.594796072250205,0.888474921814556,2.535474292051332,0.10033386841076734,10.021835895100274,5.113312681171302,0.017769936170795045,0.0,96.71350280469433
PAPN,BU19TS,Ore1,BU19TS-coltan1.6 ,CGM,rim,38.98844381182251,39.568952030382064,1.1844216269802792,2.635558803579674,0.0,9.790265874417598,5.603984100071578,0.008535166192271636,0.0,97.780161413446
PAPN,BU19TS,Ore1,BU19TS-coltan1.7 ,CGM,core,40.82003371842239,38.15270971259182,1.003120942734611,2.7690048189507968,0.0,10.047565897398348,5.113312681171302,0.014971521025787951,0.0,97.92071929229505
PAPN,BU19TS,Ore2,BU19TS-coltan2.2 ,CGM,core,35.9724257656214,43.53156942460326,0.6023042339365896,1.6116942506447347,0.0026453373968940543,9.944645888206049,6.0042686786481205,0.012033185123530504,0.0,97.68158676418058
PAPN,BU19TS,Ore2,BU19TS-coltan2.3 ,CGM,core,32.96861831879762,46.921967700525364,0.5845296570497593,1.628875425123767,0.006802296163441854,10.021835895100274,6.094655518971854,0.02938335902257449,0.0,98.25666817075464
PAPN,BU19TS,Ore2,BU19TS-coltan2.4 ,CGM,patchy,32.43135194619499,39.669090376084405,0.3876127373963761,1.4567300652950186,1.3324942373497766,9.031230806624379,7.579582181433218,0.174761025805693,0.0,92.06285337618387
PAPN,BU19TS,Ore2,BU19TS-coltan2.5 ,CGM,patchy,28.768172132995254,51.09916726410872,0.4264628840204478,1.5806680520709488,0.0,9.623020859480109,7.063085951011874,0.0,0.0,98.56057714368735
PAPN,BU19TS,Ore2,BU19TS-coltan2.6 ,CGM,rim,38.63433642987987,40.985194348172314,0.6383612327641595,2.085093990173793,0.0062354381498217,9.378585837648394,6.482027691787862,0.03134224962407945,0.0,98.24117721820029
PAPN,BU19TS,Ore3,BU19TS-coltan3.1 ,CGM,rim,31.259134405971075,48.15223880486841,0.4695027523392724,2.018370982488231,0.003401148081720927,10.099025901994498,6.469115286027328,0.017490094656294336,0.0,98.48827937642683
PAPN,BU19TS,Ore3,BU19TS-coltan3.2 ,CGM,core,42.10214665304229,36.12133184263005,0.8506404652983032,3.1526621131427746,0.0,10.15048590659065,5.010013435087033,0.02742446842106952,0.0,97.41470488421216
PAPN,BU19TS,Ore3,BU19TS-coltan3.3 ,CGM,core,43.591839777076856,36.12133184263005,0.8374364938966579,2.251901509387696,0.007180201505855291,9.584425856032997,5.655633723113713,0.0926275412997348,0.0,98.14237694494356
Albitized,BU24,Ore1,BU24-coltan1.1 ,CGM,rim,11.197119629013857,68.50893393835854,0.05713256856481141,0.5012565952377798,0.0022674320544806177,11.810071054816497,6.482027691787862,1.399207572503547e-05,0.0,98.55882290190955
Albitized,BU24,Ore1,BU24-coltan1.2 ,CGM,core,12.173967579200454,67.79366004048468,0.06348063173867935,0.4695631665871381,0.009447633560335908,11.32120101115307,6.804837835801202,1.399207572503547e-05,0.0,98.63617189060129
Albitized,BU24,Ore2,BU24-coltan2.1 ,CGM,rim,15.44640821232555,63.25882352796439,0.11109110554268883,0.8292001780123138,0.03835739225496378,11.411256019196331,6.378728445703595,1.399207572503547e-05,0.0,97.47387887307556
Albitized,BU24,Ore2,BU24-coltan2.2 ,CGM,core,14.909141839722924,64.97548088286166,0.10487000363229829,0.842878394587854,0.013037734313263553,13.804146232917322,4.0415830030470135,1.399207572503547e-05,0.0,98.69115208315804
Albitized,BU24,Ore2,BU24-coltan2.3 ,CGM,core,17.009364932624106,63.201601616134475,0.1416887700407323,0.7966727117656027,0.0,12.800676143292389,4.919626594763298,1.399207572503547e-05,0.0,98.86964476069633
Albitized,BU24,Ore3,BU24-coltan3.1 ,CGM,core,13.871240892649665,61.685220952641885,0.06932084985863785,0.5309483336578547,0.2879638709190385,14.02285125245096,3.7704224820758085,1.399207572503547e-05,0.0,94.23798262632958
Albitized,BU24,Ore3,BU24-coltan3.2 ,CGM,rim,47.19396659338992,34.46189639956269,0.03161335460586231,0.4592211003958761,0.0,11.784341052518421,3.4605247438230027,1.399207572503547e-05,0.0,97.39157723637152
Albitized,BU24,Ore3,BU24-coltan3.3 ,CGM,rim,31.36902980036707,48.48126479789039,0.1609868820892908,1.0492192958554525,0.0,13.829876235215396,2.711605209712054,1.399207572503547e-05,0.0,97.60199621320537
Albitized,BU24,Ore3,BU24-coltan3.4 ,CGM,core,15.89820038928685,64.1886795952004,0.07262184270904917,0.48474265083560336,0.0,13.418196198446195,4.519342016186757,1.399207572503547e-05,0.0,98.58179668474058
Albitized,BU24,Ore3,BU24-coltan3.5 ,CGM,core,16.1424123768335,64.2602069849878,0.06932084985863785,0.4927494117578707,0.0,12.183156088138588,5.707283346155847,1.399207572503547e-05,0.0,98.85514304980798
Albitized,BU24,Ore3,BU24-coltan3.6 ,CGM,rim,33.68904368206023,48.35251549627309,0.06386151552911142,0.5741514811342556,0.0,13.122301172018329,3.1893642228517973,1.399207572503547e-05,0.0,98.99125156194253
Albitized,BU24,Ore4,BU24-Ore4.1,CGM,rim,22.020487390543224,59.643814885410016,0.04433190231272829,0.35609616319369436,0.0,13.343603313658932,3.948749601427929,0.0,1.6583170128682582e-05,99.35709983971667
Albitized,BU24,Ore4,BU24-Ore4.2,CGM,core,12.65006722539382,66.60983171324702,0.19227674066542544,0.8487810437946819,0.0,12.784948676814691,5.420390078845487,0.0,1.6583170128682582e-05,98.50631206193125
Albitized,BU24,Ore4,BU24-Ore4.3,CGM,core,8.933133890857171,70.39571042060712,0.08825141539749258,0.5491945608024659,0.0,14.772293853762426,3.6836715040537187,0.022965058164366184,1.6583170128682582e-05,98.44523728681486
Albitized,BU24,Ore4,BU24-Ore4.4,CGM,rim,18.31396562748267,62.391281149938635,0.02969206504101106,0.27649040062176905,0.0,12.665891131806067,4.871952633019082,0.05482907648985492,1.6583170128682582e-05,98.6041186675692
Albitized,BU24,Ore4,BU24-Ore4.5,CGM,core,11.463147335935936,67.29128987885518,0.1854723101515376,0.8130010477730747,0.0,13.893099675237199,4.177265203102374,0.025357251169301327,1.6583170128682582e-05,97.84864928539473
Albitized,BU24,Ore4,BU24-Ore4.6,CGM,rim,17.866267786598584,63.310708838464166,0.04598146176380948,0.3090520924352725,0.0,14.122056492561477,3.6288277585672097,0.003923197535523093,1.6583170128682582e-05,99.28683421109616
Albitized,BU24,Ore4,BU24-Ore4.7,CGM,core,12.296073572973778,65.73367121460795,0.1815546067726229,0.8784083961804153,0.0,14.653236308753803,3.473437149583536,0.014831600268537597,1.6583170128682582e-05,97.23122943231077
